"","Disease","Date","State","Cases","Rates"
"438","Hepatitis C (unspecified)",2018-12-31,"ACT",9,2.1
"439","Hepatitis D",2018-12-31,"ACT",1,0.2
"440","Campylobacteriosis",2018-12-31,"ACT",49,11.7
"441","Cryptosporidiosis",2018-12-31,"ACT",3,0.7
"442","Salmonellosis",2018-12-31,"ACT",34,8.1
"443","Shigellosis",2018-12-31,"ACT",2,0.5
"444","Typhoid Fever",2018-12-31,"ACT",1,0.2
"445","Legionellosis",2018-12-31,"ACT",2,0.5
"446","Tuberculosis",2018-12-31,"ACT",2,0.5
"447","Chlamydial infection",2018-12-31,"ACT",110,26.2
"448","Gonococcal infection",2018-12-31,"ACT",24,5.7
"449","Syphilis < 2 years",2018-12-31,"ACT",4,1
"450","Influenza (laboratory confirmed)",2018-12-31,"ACT",30,7.1
"451","Measles",2018-12-31,"ACT",2,0.5
"452","Pertussis",2018-12-31,"ACT",32,7.6
"453","Pneumococcal disease (invasive)",2018-12-31,"ACT",1,0.2
"454","Rotavirus",2018-12-31,"ACT",4,1
"455","Varicella zoster (chickenpox)",2018-12-31,"ACT",44,10.5
"456","Varicella zoster (shingles)",2018-12-31,"ACT",40,9.5
"457","Varicella zoster (unspecified)",2018-12-31,"ACT",10,2.4
"458","Dengue virus infection",2018-12-31,"ACT",2,0.5
"459","Malaria",2018-12-31,"ACT",2,0.5
"460","Hepatitis B (unspecified)",2018-11-30,"ACT",9,2.1
"461","Hepatitis C (unspecified)",2018-11-30,"ACT",9,2.1
"462","Campylobacteriosis",2018-11-30,"ACT",47,11.2
"463","Salmonellosis",2018-11-30,"ACT",17,4
"464","Shigellosis",2018-11-30,"ACT",3,0.7
"465","Legionellosis",2018-11-30,"ACT",2,0.5
"466","Tuberculosis",2018-11-30,"ACT",2,0.5
"467","Chlamydial infection",2018-11-30,"ACT",135,32.1
"468","Gonococcal infection",2018-11-30,"ACT",40,9.5
"469","Syphilis < 2 years",2018-11-30,"ACT",5,1.2
"470","Influenza (laboratory confirmed)",2018-11-30,"ACT",23,5.5
"471","Pertussis",2018-11-30,"ACT",62,14.7
"472","Rotavirus",2018-11-30,"ACT",2,0.5
"473","Varicella zoster (chickenpox)",2018-11-30,"ACT",56,13.3
"474","Varicella zoster (shingles)",2018-11-30,"ACT",37,8.8
"475","Varicella zoster (unspecified)",2018-11-30,"ACT",11,2.6
"476","Dengue virus infection",2018-11-30,"ACT",3,0.7
"477","Hepatitis B (unspecified)",2020-10-31,"NSW",167,2.1
"478","Hepatitis C (unspecified)",2020-10-31,"NSW",223,2.8
"479","Campylobacteriosis",2020-10-31,"NSW",889,11
"480","Cryptosporidiosis",2020-10-31,"NSW",23,0.3
"481","Salmonellosis",2020-10-31,"NSW",144,1.8
"482","Shigellosis",2020-10-31,"NSW",16,0.2
"483","Tuberculosis",2020-10-31,"NSW",50,0.6
"484","Chlamydial infection",2020-10-31,"NSW",2310,28.6
"485","Gonococcal infection",2020-10-31,"NSW",822,10.2
"486","Syphilis < 2 years",2020-10-31,"NSW",106,1.3
"487","Syphilis > 2 years or unspecified duration",2020-10-31,"NSW",29,0.4
"488","Pneumococcal disease (invasive)",2020-10-31,"NSW",26,0.3
"489","Rotavirus",2020-10-31,"NSW",16,0.2
"490","Ross River virus infection",2020-10-31,"NSW",29,0.4
"491","Hepatitis B (unspecified)",2020-09-30,"NSW",150,1.9
"492","Hepatitis C (unspecified)",2020-09-30,"NSW",238,2.9
"493","Campylobacteriosis",2020-09-30,"NSW",673,8.3
"494","Cryptosporidiosis",2020-09-30,"NSW",15,0.2
"495","Salmonellosis",2020-09-30,"NSW",126,1.6
"496","Shigellosis",2020-09-30,"NSW",30,0.4
"497","Legionellosis",2020-09-30,"NSW",18,0.2
"498","Tuberculosis",2020-09-30,"NSW",58,0.7
"499","Chlamydial infection",2020-09-30,"NSW",2150,26.6
"500","Gonococcal infection",2020-09-30,"NSW",856,10.6
"501","Syphilis < 2 years",2020-09-30,"NSW",123,1.5
"502","Syphilis > 2 years or unspecified duration",2020-09-30,"NSW",47,0.6
"503","Influenza (laboratory confirmed)",2020-09-30,"NSW",16,0.2
"504","Pneumococcal disease (invasive)",2020-09-30,"NSW",23,0.3
"505","Rotavirus",2020-09-30,"NSW",17,0.2
"506","Barmah Forest virus infection",2020-09-30,"NSW",19,0.2
"507","Ross River virus infection",2020-09-30,"NSW",36,0.4
"508","Hepatitis B (unspecified)",2020-08-31,"NSW",192,2.4
"509","Hepatitis C (unspecified)",2020-08-31,"NSW",213,2.6
"510","Campylobacteriosis",2020-08-31,"NSW",669,8.3
"511","Cryptosporidiosis",2020-08-31,"NSW",16,0.2
"512","Salmonellosis",2020-08-31,"NSW",93,1.2
"513","Shigellosis",2020-08-31,"NSW",22,0.3
"514","Tuberculosis",2020-08-31,"NSW",53,0.7
"515","Chlamydial infection",2020-08-31,"NSW",2075,25.7
"516","Gonococcal infection",2020-08-31,"NSW",766,9.5
"517","Syphilis < 2 years",2020-08-31,"NSW",105,1.3
"518","Syphilis > 2 years or unspecified duration",2020-08-31,"NSW",31,0.4
"519","Influenza (laboratory confirmed)",2020-08-31,"NSW",24,0.3
"520","Pneumococcal disease (invasive)",2020-08-31,"NSW",39,0.5
"521","Rotavirus",2020-08-31,"NSW",15,0.2
"522","Barmah Forest virus infection",2020-08-31,"NSW",16,0.2
"523","Ross River virus infection",2020-08-31,"NSW",35,0.4
"524","Q fever",2020-08-31,"NSW",13,0.2
"525","Hepatitis B (unspecified)",2020-07-31,"NSW",190,2.3
"526","Hepatitis C (unspecified)",2020-07-31,"NSW",285,3.5
"527","Campylobacteriosis",2020-07-31,"NSW",722,8.9
"528","Cryptosporidiosis",2020-07-31,"NSW",18,0.2
"529","Salmonellosis",2020-07-31,"NSW",113,1.4
"530","Shigellosis",2020-07-31,"NSW",23,0.3
"531","Tuberculosis",2020-07-31,"NSW",44,0.5
"532","Chlamydial infection",2020-07-31,"NSW",2185,27
"533","Gonococcal infection",2020-07-31,"NSW",780,9.6
"534","Syphilis < 2 years",2020-07-31,"NSW",121,1.5
"535","Syphilis > 2 years or unspecified duration",2020-07-31,"NSW",46,0.6
"536","Influenza (laboratory confirmed)",2020-07-31,"NSW",43,0.5
"537","Pertussis",2020-07-31,"NSW",27,0.3
"538","Pneumococcal disease (invasive)",2020-07-31,"NSW",40,0.5
"539","Rotavirus",2020-07-31,"NSW",21,0.3
"540","Barmah Forest virus infection",2020-07-31,"NSW",34,0.4
"541","Ross River virus infection",2020-07-31,"NSW",72,0.9
"542","Q fever",2020-07-31,"NSW",18,0.2
"543","Hepatitis B (unspecified)",2020-06-30,"NSW",172,2.1
"544","Hepatitis C (unspecified)",2020-06-30,"NSW",279,3.5
"545","Campylobacteriosis",2020-06-30,"NSW",555,6.9
"546","Cryptosporidiosis",2020-06-30,"NSW",16,0.2
"547","Salmonellosis",2020-06-30,"NSW",152,1.9
"548","Tuberculosis",2020-06-30,"NSW",51,0.6
"549","Chlamydial infection",2020-06-30,"NSW",2101,26
"550","Gonococcal infection",2020-06-30,"NSW",838,10.4
"551","Syphilis < 2 years",2020-06-30,"NSW",137,1.7
"552","Syphilis > 2 years or unspecified duration",2020-06-30,"NSW",46,0.6
"553","Influenza (laboratory confirmed)",2020-06-30,"NSW",50,0.6
"554","Pertussis",2020-06-30,"NSW",51,0.6
"555","Pneumococcal disease (invasive)",2020-06-30,"NSW",27,0.3
"556","Rotavirus",2020-06-30,"NSW",28,0.3
"557","Barmah Forest virus infection",2020-06-30,"NSW",35,0.4
"558","Ross River virus infection",2020-06-30,"NSW",240,3
"559","Hepatitis B (unspecified)",2020-05-31,"NSW",142,1.8
"560","Hepatitis C (unspecified)",2020-05-31,"NSW",222,2.7
"561","Campylobacteriosis",2020-05-31,"NSW",524,6.5
"562","Cryptosporidiosis",2020-05-31,"NSW",32,0.4
"563","Salmonellosis",2020-05-31,"NSW",202,2.5
"564","Tuberculosis",2020-05-31,"NSW",47,0.6
"565","Chlamydial infection",2020-05-31,"NSW",1872,23.2
"566","Gonococcal infection",2020-05-31,"NSW",697,8.6
"567","Syphilis < 2 years",2020-05-31,"NSW",144,1.8
"568","Syphilis > 2 years or unspecified duration",2020-05-31,"NSW",44,0.5
"569","Influenza (laboratory confirmed)",2020-05-31,"NSW",51,0.6
"570","Pertussis",2020-05-31,"NSW",55,0.7
"571","Pneumococcal disease (invasive)",2020-05-31,"NSW",14,0.2
"572","Rotavirus",2020-05-31,"NSW",22,0.3
"573","Barmah Forest virus infection",2020-05-31,"NSW",51,0.6
"574","Ross River virus infection",2020-05-31,"NSW",694,8.6
"575","Q fever",2020-05-31,"NSW",18,0.2
"576","Hepatitis B (unspecified)",2020-04-30,"NSW",123,1.5
"577","Hepatitis C (unspecified)",2020-04-30,"NSW",207,2.6
"578","Campylobacteriosis",2020-04-30,"NSW",399,4.9
"579","Cryptosporidiosis",2020-04-30,"NSW",40,0.5
"580","Salmonellosis",2020-04-30,"NSW",187,2.3
"581","Shigellosis",2020-04-30,"NSW",14,0.2
"582","Legionellosis",2020-04-30,"NSW",21,0.3
"583","Tuberculosis",2020-04-30,"NSW",61,0.8
"584","Chlamydial infection",2020-04-30,"NSW",1558,19.3
"585","Gonococcal infection",2020-04-30,"NSW",599,7.4
"586","Syphilis < 2 years",2020-04-30,"NSW",129,1.6
"587","Syphilis > 2 years or unspecified duration",2020-04-30,"NSW",24,0.3
"588","Influenza (laboratory confirmed)",2020-04-30,"NSW",63,0.8
"589","Pertussis",2020-04-30,"NSW",105,1.3
"590","Pneumococcal disease (invasive)",2020-04-30,"NSW",14,0.2
"591","Rotavirus",2020-04-30,"NSW",24,0.3
"592","Barmah Forest virus infection",2020-04-30,"NSW",45,0.6
"593","Ross River virus infection",2020-04-30,"NSW",661,8.2
"594","Q fever",2020-04-30,"NSW",16,0.2
"595","Hepatitis B (unspecified)",2020-03-31,"NSW",171,2.1
"596","Hepatitis C (unspecified)",2020-03-31,"NSW",236,2.9
"597","Campylobacteriosis",2020-03-31,"NSW",795,9.8
"598","Cryptosporidiosis",2020-03-31,"NSW",79,1
"599","STEC",2020-03-31,"NSW",15,0.2
"600","Salmonellosis",2020-03-31,"NSW",331,4.1
"601","Shigellosis",2020-03-31,"NSW",60,0.7
"602","Legionellosis",2020-03-31,"NSW",17,0.2
"603","Tuberculosis",2020-03-31,"NSW",45,0.6
"604","Chlamydial infection",2020-03-31,"NSW",2494,30.8
"605","Gonococcal infection",2020-03-31,"NSW",955,11.8
"606","Syphilis < 2 years",2020-03-31,"NSW",155,1.9
"607","Syphilis > 2 years or unspecified duration",2020-03-31,"NSW",55,0.7
"608","Influenza (laboratory confirmed)",2020-03-31,"NSW",1673,20.7
"609","Mumps",2020-03-31,"NSW",14,0.2
"610","Pertussis",2020-03-31,"NSW",331,4.1
"611","Pneumococcal disease (invasive)",2020-03-31,"NSW",29,0.4
"612","Rotavirus",2020-03-31,"NSW",26,0.3
"613","Barmah Forest virus infection",2020-03-31,"NSW",20,0.2
"614","Dengue virus infection",2020-03-31,"NSW",22,0.3
"615","Ross River virus infection",2020-03-31,"NSW",110,1.4
"616","Q fever",2020-03-31,"NSW",15,0.2
"617","Hepatitis B (unspecified)",2020-02-29,"NSW",211,2.6
"618","Hepatitis C (unspecified)",2020-02-29,"NSW",307,3.8
"619","Campylobacteriosis",2020-02-29,"NSW",926,11.5
"620","Cryptosporidiosis",2020-02-29,"NSW",112,1.4
"621","Salmonellosis",2020-02-29,"NSW",658,8.1
"622","Shigellosis",2020-02-29,"NSW",102,1.3
"623","Tuberculosis",2020-02-29,"NSW",49,0.6
"624","Chlamydial infection",2020-02-29,"NSW",2936,36.3
"625","Gonococcal infection",2020-02-29,"NSW",916,11.3
"626","Syphilis < 2 years",2020-02-29,"NSW",145,1.8
"627","Syphilis > 2 years or unspecified duration",2020-02-29,"NSW",62,0.8
"628","Influenza (laboratory confirmed)",2020-02-29,"NSW",2642,32.7
"629","Mumps",2020-02-29,"NSW",16,0.2
"630","Pertussis",2020-02-29,"NSW",351,4.3
"631","Pneumococcal disease (invasive)",2020-02-29,"NSW",34,0.4
"632","Rotavirus",2020-02-29,"NSW",48,0.6
"633","Ross River virus infection",2020-02-29,"NSW",20,0.2
"634","Q fever",2020-02-29,"NSW",17,0.2
"635","Hepatitis B (unspecified)",2020-01-31,"NSW",165,2
"636","Hepatitis C (unspecified)",2020-01-31,"NSW",252,3.1
"637","Campylobacteriosis",2020-01-31,"NSW",992,12.3
"638","Cryptosporidiosis",2020-01-31,"NSW",106,1.3
"639","Salmonellosis",2020-01-31,"NSW",419,5.2
"640","Shigellosis",2020-01-31,"NSW",160,2
"641","Tuberculosis",2020-01-31,"NSW",35,0.4
"642","Chlamydial infection",2020-01-31,"NSW",3099,38.3
"643","Gonococcal infection",2020-01-31,"NSW",1230,15.2
"644","Syphilis < 2 years",2020-01-31,"NSW",175,2.2
"645","Syphilis > 2 years or unspecified duration",2020-01-31,"NSW",46,0.6
"646","Influenza (laboratory confirmed)",2020-01-31,"NSW",2638,32.6
"647","Pertussis",2020-01-31,"NSW",371,4.6
"648","Pneumococcal disease (invasive)",2020-01-31,"NSW",34,0.4
"649","Rotavirus",2020-01-31,"NSW",141,1.7
"650","Dengue virus infection",2020-01-31,"NSW",19,0.2
"651","Ross River virus infection",2020-01-31,"NSW",15,0.2
"652","Q fever",2020-01-31,"NSW",25,0.3
"653","Hepatitis B (unspecified)",2019-12-31,"NSW",123,1.5
"654","Hepatitis C (unspecified)",2019-12-31,"NSW",237,2.9
"655","Campylobacteriosis",2019-12-31,"NSW",893,11
"656","Cryptosporidiosis",2019-12-31,"NSW",77,1
"657","Salmonellosis",2019-12-31,"NSW",313,3.9
"658","Shigellosis",2019-12-31,"NSW",68,0.8
"659","Tuberculosis",2019-12-31,"NSW",41,0.5
"660","Chlamydial infection",2019-12-31,"NSW",2371,29.3
"661","Gonococcal infection",2019-12-31,"NSW",855,10.6
"662","Syphilis < 2 years",2019-12-31,"NSW",150,1.9
"663","Syphilis > 2 years or unspecified duration",2019-12-31,"NSW",40,0.5
"664","Influenza (laboratory confirmed)",2019-12-31,"NSW",1273,15.7
"665","Pertussis",2019-12-31,"NSW",511,6.3
"666","Pneumococcal disease (invasive)",2019-12-31,"NSW",61,0.8
"667","Rotavirus",2019-12-31,"NSW",334,4.1
"668","Dengue virus infection",2019-12-31,"NSW",30,0.4
"669","Ross River virus infection",2019-12-31,"NSW",21,0.3
"670","Q fever",2019-12-31,"NSW",17,0.2
"671","Hepatitis B (unspecified)",2019-11-30,"NSW",176,2.2
"672","Hepatitis C (unspecified)",2019-11-30,"NSW",283,3.5
"673","Campylobacteriosis",2019-11-30,"NSW",1037,12.8
"674","Cryptosporidiosis",2019-11-30,"NSW",85,1.1
"675","STEC",2019-11-30,"NSW",14,0.2
"676","Salmonellosis",2019-11-30,"NSW",238,2.9
"677","Shigellosis",2019-11-30,"NSW",82,1
"678","Legionellosis",2019-11-30,"NSW",14,0.2
"679","Tuberculosis",2019-11-30,"NSW",48,0.6
"680","Chlamydial infection",2019-11-30,"NSW",2906,35.9
"681","Gonococcal infection",2019-11-30,"NSW",909,11.2
"682","Syphilis < 2 years",2019-11-30,"NSW",159,2
"683","Syphilis > 2 years or unspecified duration",2019-11-30,"NSW",61,0.8
"684","Influenza (laboratory confirmed)",2019-11-30,"NSW",1194,14.8
"685","Pertussis",2019-11-30,"NSW",638,7.9
"686","Pneumococcal disease (invasive)",2019-11-30,"NSW",54,0.7
"687","Rotavirus",2019-11-30,"NSW",382,4.7
"688","Dengue virus infection",2019-11-30,"NSW",42,0.5
"689","Ross River virus infection",2019-11-30,"NSW",23,0.3
"690","Q fever",2019-11-30,"NSW",20,0.2
"691","Hepatitis B (unspecified)",2019-10-31,"NSW",199,2.5
"692","Hepatitis C (unspecified)",2019-10-31,"NSW",262,3.2
"693","Campylobacteriosis",2019-10-31,"NSW",1039,12.9
"694","Cryptosporidiosis",2019-10-31,"NSW",36,0.4
"695","Salmonellosis",2019-10-31,"NSW",289,3.6
"696","Shigellosis",2019-10-31,"NSW",86,1.1
"697","Tuberculosis",2019-10-31,"NSW",68,0.8
"698","Chlamydial infection",2019-10-31,"NSW",2989,37
"699","Gonococcal infection",2019-10-31,"NSW",994,12.3
"700","Syphilis < 2 years",2019-10-31,"NSW",174,2.2
"701","Syphilis > 2 years or unspecified duration",2019-10-31,"NSW",59,0.7
"702","Influenza (laboratory confirmed)",2019-10-31,"NSW",2258,27.9
"703","Pertussis",2019-10-31,"NSW",537,6.6
"704","Pneumococcal disease (invasive)",2019-10-31,"NSW",72,0.9
"705","Rotavirus",2019-10-31,"NSW",247,3.1
"706","Dengue virus infection",2019-10-31,"NSW",50,0.6
"707","Ross River virus infection",2019-10-31,"NSW",30,0.4
"708","Q fever",2019-10-31,"NSW",28,0.3
"709","Hepatitis B (unspecified)",2019-09-30,"NSW",171,2.1
"710","Hepatitis C (unspecified)",2019-09-30,"NSW",272,3.4
"711","Campylobacteriosis",2019-09-30,"NSW",804,9.9
"712","Cryptosporidiosis",2019-09-30,"NSW",23,0.3
"713","Salmonellosis",2019-09-30,"NSW",204,2.5
"714","Shigellosis",2019-09-30,"NSW",65,0.8
"715","Tuberculosis",2019-09-30,"NSW",50,0.6
"716","Chlamydial infection",2019-09-30,"NSW",2564,31.7
"717","Gonococcal infection",2019-09-30,"NSW",948,11.7
"718","Syphilis < 2 years",2019-09-30,"NSW",167,2.1
"719","Syphilis > 2 years or unspecified duration",2019-09-30,"NSW",69,0.9
"720","Influenza (laboratory confirmed)",2019-09-30,"NSW",11550,142.8
"721","Pertussis",2019-09-30,"NSW",509,6.3
"722","Pneumococcal disease (invasive)",2019-09-30,"NSW",72,0.9
"723","Rotavirus",2019-09-30,"NSW",202,2.5
"724","Dengue virus infection",2019-09-30,"NSW",32,0.4
"725","Ross River virus infection",2019-09-30,"NSW",40,0.5
"726","Q fever",2019-09-30,"NSW",19,0.2
"727","Hepatitis B (unspecified)",2019-08-31,"NSW",188,2.3
"728","Hepatitis C (unspecified)",2019-08-31,"NSW",316,3.9
"729","Campylobacteriosis",2019-08-31,"NSW",798,9.9
"730","Cryptosporidiosis",2019-08-31,"NSW",16,0.2
"731","Salmonellosis",2019-08-31,"NSW",195,2.4
"732","Shigellosis",2019-08-31,"NSW",61,0.8
"733","Tuberculosis",2019-08-31,"NSW",50,0.6
"734","Chlamydial infection",2019-08-31,"NSW",2753,34
"735","Gonococcal infection",2019-08-31,"NSW",1018,12.6
"736","Syphilis < 2 years",2019-08-31,"NSW",164,2
"737","Syphilis > 2 years or unspecified duration",2019-08-31,"NSW",81,1
"738","Influenza (laboratory confirmed)",2019-08-31,"NSW",25701,317.9
"739","Pertussis",2019-08-31,"NSW",560,6.9
"740","Pneumococcal disease (invasive)",2019-08-31,"NSW",89,1.1
"741","Rotavirus",2019-08-31,"NSW",169,2.1
"742","Dengue virus infection",2019-08-31,"NSW",30,0.4
"743","Ross River virus infection",2019-08-31,"NSW",39,0.5
"744","Q fever",2019-08-31,"NSW",21,0.3
"745","Hepatitis B (unspecified)",2019-07-31,"NSW",196,2.4
"746","Hepatitis C (unspecified)",2019-07-31,"NSW",262,3.2
"747","Campylobacteriosis",2019-07-31,"NSW",752,9.3
"748","Cryptosporidiosis",2019-07-31,"NSW",35,0.4
"749","Salmonellosis",2019-07-31,"NSW",220,2.7
"750","Shigellosis",2019-07-31,"NSW",67,0.8
"751","Tuberculosis",2019-07-31,"NSW",50,0.6
"752","Chlamydial infection",2019-07-31,"NSW",2824,34.9
"753","Gonococcal infection",2019-07-31,"NSW",1017,12.6
"754","Syphilis < 2 years",2019-07-31,"NSW",179,2.2
"755","Syphilis > 2 years or unspecified duration",2019-07-31,"NSW",69,0.9
"756","Influenza (laboratory confirmed)",2019-07-31,"NSW",32685,404.2
"757","Pertussis",2019-07-31,"NSW",505,6.2
"758","Pneumococcal disease (invasive)",2019-07-31,"NSW",100,1.2
"759","Rotavirus",2019-07-31,"NSW",125,1.5
"760","Dengue virus infection",2019-07-31,"NSW",50,0.6
"761","Ross River virus infection",2019-07-31,"NSW",47,0.6
"762","Q fever",2019-07-31,"NSW",15,0.2
"763","Hepatitis B (unspecified)",2019-06-30,"NSW",151,1.9
"764","Hepatitis C (unspecified)",2019-06-30,"NSW",293,3.6
"765","Campylobacteriosis",2019-06-30,"NSW",692,8.6
"766","Cryptosporidiosis",2019-06-30,"NSW",27,0.3
"767","Salmonellosis",2019-06-30,"NSW",190,2.3
"768","Shigellosis",2019-06-30,"NSW",57,0.7
"769","Tuberculosis",2019-06-30,"NSW",42,0.5
"770","Chlamydial infection",2019-06-30,"NSW",2487,30.8
"771","Gonococcal infection",2019-06-30,"NSW",864,10.7
"772","Syphilis < 2 years",2019-06-30,"NSW",146,1.8
"773","Syphilis > 2 years or unspecified duration",2019-06-30,"NSW",56,0.7
"774","Influenza (laboratory confirmed)",2019-06-30,"NSW",23118,285.9
"775","Pertussis",2019-06-30,"NSW",492,6.1
"776","Pneumococcal disease (invasive)",2019-06-30,"NSW",74,0.9
"777","Rotavirus",2019-06-30,"NSW",85,1.1
"778","Dengue virus infection",2019-06-30,"NSW",25,0.3
"779","Ross River virus infection",2019-06-30,"NSW",45,0.6
"780","Q fever",2019-06-30,"NSW",17,0.2
"781","Hepatitis B (unspecified)",2019-05-31,"NSW",193,2.4
"782","Hepatitis C (unspecified)",2019-05-31,"NSW",279,3.5
"783","Campylobacteriosis",2019-05-31,"NSW",837,10.4
"784","Cryptosporidiosis",2019-05-31,"NSW",32,0.4
"785","Salmonellosis",2019-05-31,"NSW",279,3.5
"786","Shigellosis",2019-05-31,"NSW",89,1.1
"787","Legionellosis",2019-05-31,"NSW",13,0.2
"788","Tuberculosis",2019-05-31,"NSW",59,0.7
"789","Chlamydial infection",2019-05-31,"NSW",2820,34.9
"790","Gonococcal infection",2019-05-31,"NSW",1127,13.9
"791","Syphilis < 2 years",2019-05-31,"NSW",185,2.3
"792","Syphilis > 2 years or unspecified duration",2019-05-31,"NSW",53,0.7
"793","Influenza (laboratory confirmed)",2019-05-31,"NSW",7879,97.4
"794","Pertussis",2019-05-31,"NSW",565,7
"795","Pneumococcal disease (invasive)",2019-05-31,"NSW",54,0.7
"796","Rotavirus",2019-05-31,"NSW",60,0.7
"797","Dengue virus infection",2019-05-31,"NSW",45,0.6
"798","Ross River virus infection",2019-05-31,"NSW",74,0.9
"799","Hepatitis B (unspecified)",2019-04-30,"NSW",186,2.3
"800","Hepatitis C (unspecified)",2019-04-30,"NSW",250,3.1
"801","Campylobacteriosis",2019-04-30,"NSW",798,9.9
"802","Cryptosporidiosis",2019-04-30,"NSW",36,0.4
"803","Salmonellosis",2019-04-30,"NSW",328,4.1
"804","Shigellosis",2019-04-30,"NSW",72,0.9
"805","Tuberculosis",2019-04-30,"NSW",49,0.6
"806","Chlamydial infection",2019-04-30,"NSW",2415,29.9
"807","Gonococcal infection",2019-04-30,"NSW",933,11.5
"808","Syphilis < 2 years",2019-04-30,"NSW",151,1.9
"809","Syphilis > 2 years or unspecified duration",2019-04-30,"NSW",61,0.8
"810","Influenza (laboratory confirmed)",2019-04-30,"NSW",3292,40.7
"811","Pertussis",2019-04-30,"NSW",455,5.6
"812","Pneumococcal disease (invasive)",2019-04-30,"NSW",46,0.6
"813","Rotavirus",2019-04-30,"NSW",57,0.7
"814","Dengue virus infection",2019-04-30,"NSW",45,0.6
"815","Ross River virus infection",2019-04-30,"NSW",83,1
"816","Q fever",2019-04-30,"NSW",16,0.2
"817","Hepatitis B (unspecified)",2019-03-31,"NSW",208,2.6
"818","Hepatitis C (unspecified)",2019-03-31,"NSW",329,4.1
"819","Campylobacteriosis",2019-03-31,"NSW",941,11.6
"820","Cryptosporidiosis",2019-03-31,"NSW",87,1.1
"821","Salmonellosis",2019-03-31,"NSW",384,4.7
"822","Shigellosis",2019-03-31,"NSW",69,0.9
"823","Legionellosis",2019-03-31,"NSW",15,0.2
"824","Tuberculosis",2019-03-31,"NSW",51,0.6
"825","Chlamydial infection",2019-03-31,"NSW",2805,34.7
"826","Gonococcal infection",2019-03-31,"NSW",1061,13.1
"827","Syphilis < 2 years",2019-03-31,"NSW",138,1.7
"828","Syphilis > 2 years or unspecified duration",2019-03-31,"NSW",77,1
"829","Influenza (laboratory confirmed)",2019-03-31,"NSW",3053,37.8
"830","Pertussis",2019-03-31,"NSW",498,6.2
"831","Pneumococcal disease (invasive)",2019-03-31,"NSW",23,0.3
"832","Rotavirus",2019-03-31,"NSW",41,0.5
"833","Dengue virus infection",2019-03-31,"NSW",37,0.5
"834","Ross River virus infection",2019-03-31,"NSW",86,1.1
"835","Q fever",2019-03-31,"NSW",28,0.3
"836","Hepatitis B (unspecified)",2019-02-28,"NSW",200,2.5
"837","Hepatitis C (unspecified)",2019-02-28,"NSW",291,3.6
"838","Campylobacteriosis",2019-02-28,"NSW",968,12
"839","Cryptosporidiosis",2019-02-28,"NSW",111,1.4
"840","Paratyphoid",2019-02-28,"NSW",14,0.2
"841","Salmonellosis",2019-02-28,"NSW",405,5
"842","Shigellosis",2019-02-28,"NSW",68,0.8
"843","Tuberculosis",2019-02-28,"NSW",50,0.6
"844","Chlamydial infection",2019-02-28,"NSW",2763,34.2
