"","Disease","Date","State","Cases","Rates"
"477","Hepatitis (NEC)",2020-03-31,"ACT",0,0
"478","Hepatitis B (newly acquired)",2020-03-31,"ACT",0,0
"479","Hepatitis B (unspecified)",2020-03-31,"ACT",9,2.1
"480","Hepatitis C (newly acquired)",2020-03-31,"ACT",1,0.2
"481","Hepatitis C (unspecified)",2020-03-31,"ACT",14,3.3
"482","Hepatitis D",2020-03-31,"ACT",0,0
"483","Botulism",2020-03-31,"ACT",0,0
"484","Campylobacteriosis",2020-03-31,"ACT",58,13.6
"485","Cryptosporidiosis",2020-03-31,"ACT",4,0.9
"486","Haemolytic uraemic syndrome (HUS)",2020-03-31,"ACT",0,0
"487","Hepatitis A",2020-03-31,"ACT",0,0
"488","Hepatitis E",2020-03-31,"ACT",0,0
"489","Listeriosis",2020-03-31,"ACT",0,0
"490","Paratyphoid",2020-03-31,"ACT",0,0
"491","STEC",2020-03-31,"ACT",0,0
"492","Salmonellosis",2020-03-31,"ACT",13,3.1
"493","Shigellosis",2020-03-31,"ACT",3,0.7
"494","Typhoid Fever",2020-03-31,"ACT",0,0
"495","Legionellosis",2020-03-31,"ACT",0,0
"496","Leprosy",2020-03-31,"ACT",0,0
"497","Meningococcal disease (invasive)",2020-03-31,"ACT",0,0
"498","Tuberculosis",2020-03-31,"ACT",2,0.5
"499","COVID-19",2020-03-31,"ACT",99,23.2
"500","Cholera",2020-03-31,"ACT",0,0
"501","Middle East respiratory syndrome coronavirus",2020-03-31,"ACT",0,0
"502","Plague",2020-03-31,"ACT",0,0
"503","Rabies",2020-03-31,"ACT",0,0
"504","Smallpox",2020-03-31,"ACT",0,0
"505","Viral haemorrhagic fever (NEC)",2020-03-31,"ACT",0,0
"506","Yellow fever",2020-03-31,"ACT",0,0
"507","Chlamydial infection",2020-03-31,"ACT",155,36.4
"508","Donovanosis",2020-03-31,"ACT",0,0
"509","Gonococcal infection",2020-03-31,"ACT",33,7.7
"510","Syphilis < 2 years",2020-03-31,"ACT",8,1.9
"511","Syphilis > 2 years or unspecified duration",2020-03-31,"ACT",1,0.2
"512","Syphilis congenital",2020-03-31,"ACT",0,0
"513","Diphtheria",2020-03-31,"ACT",0,0
"514","Haemophilus influenzae type b",2020-03-31,"ACT",0,0
"515","Influenza (laboratory confirmed)",2020-03-31,"ACT",34,8
"516","Measles",2020-03-31,"ACT",0,0
"517","Mumps",2020-03-31,"ACT",1,0.2
"518","Pertussis",2020-03-31,"ACT",5,1.2
"519","Pneumococcal disease (invasive)",2020-03-31,"ACT",2,0.5
"520","Poliovirus infection",2020-03-31,"ACT",0,0
"521","Rotavirus",2020-03-31,"ACT",4,0.9
"522","Rubella",2020-03-31,"ACT",0,0
"523","Rubella congenital",2020-03-31,"ACT",0,0
"524","Tetanus",2020-03-31,"ACT",0,0
"525","Varicella zoster (chickenpox)",2020-03-31,"ACT",17,4
"526","Varicella zoster (shingles)",2020-03-31,"ACT",37,8.7
"527","Varicella zoster (unspecified)",2020-03-31,"ACT",12,2.8
"528","Barmah Forest virus infection",2020-03-31,"ACT",0,0
"529","Chikungunya virus infection",2020-03-31,"ACT",0,0
"530","Dengue virus infection",2020-03-31,"ACT",0,0
"531","Flavivirus infection (unspecified)",2020-03-31,"ACT",0,0
"532","Japanese encephalitis virus infection",2020-03-31,"ACT",0,0
"533","Malaria",2020-03-31,"ACT",0,0
"534","Murray Valley encephalitis virus infection",2020-03-31,"ACT",0,0
"535","Ross River virus infection",2020-03-31,"ACT",0,0
"536","West Nile/Kunjin virus infection",2020-03-31,"ACT",0,0
"537","Anthrax",2020-03-31,"ACT",0,0
"538","Australian bat lyssavirus infection",2020-03-31,"ACT",0,0
"539","Brucellosis",2020-03-31,"ACT",0,0
"540","Leptospirosis",2020-03-31,"ACT",0,0
"541","Lyssavirus infection (NEC)",2020-03-31,"ACT",0,0
"542","Ornithosis",2020-03-31,"ACT",0,0
"543","Q fever",2020-03-31,"ACT",0,0
"544","Tularaemia",2020-03-31,"ACT",0,0
"545","Hepatitis (NEC)",2020-02-29,"ACT",0,0
"546","Hepatitis B (newly acquired)",2020-02-29,"ACT",0,0
"547","Hepatitis B (unspecified)",2020-02-29,"ACT",3,0.7
"548","Hepatitis C (newly acquired)",2020-02-29,"ACT",2,0.5
"549","Hepatitis C (unspecified)",2020-02-29,"ACT",8,1.9
"550","Hepatitis D",2020-02-29,"ACT",1,0.2
"551","Botulism",2020-02-29,"ACT",0,0
"552","Campylobacteriosis",2020-02-29,"ACT",49,11.5
"553","Cryptosporidiosis",2020-02-29,"ACT",2,0.5
"554","Haemolytic uraemic syndrome (HUS)",2020-02-29,"ACT",0,0
"555","Hepatitis A",2020-02-29,"ACT",0,0
"556","Hepatitis E",2020-02-29,"ACT",0,0
"557","Listeriosis",2020-02-29,"ACT",0,0
"558","Paratyphoid",2020-02-29,"ACT",0,0
"559","STEC",2020-02-29,"ACT",0,0
"560","Salmonellosis",2020-02-29,"ACT",27,6.3
"561","Shigellosis",2020-02-29,"ACT",5,1.2
"562","Typhoid Fever",2020-02-29,"ACT",1,0.2
"563","Legionellosis",2020-02-29,"ACT",0,0
"564","Leprosy",2020-02-29,"ACT",0,0
"565","Meningococcal disease (invasive)",2020-02-29,"ACT",0,0
"566","Tuberculosis",2020-02-29,"ACT",4,0.9
"567","COVID-19",2020-02-29,"ACT",0,0
"568","Cholera",2020-02-29,"ACT",0,0
"569","Middle East respiratory syndrome coronavirus",2020-02-29,"ACT",0,0
"570","Plague",2020-02-29,"ACT",0,0
"571","Rabies",2020-02-29,"ACT",0,0
"572","Smallpox",2020-02-29,"ACT",0,0
"573","Viral haemorrhagic fever (NEC)",2020-02-29,"ACT",0,0
"574","Yellow fever",2020-02-29,"ACT",0,0
"575","Chlamydial infection",2020-02-29,"ACT",137,32.1
"576","Donovanosis",2020-02-29,"ACT",0,0
"577","Gonococcal infection",2020-02-29,"ACT",30,7
"578","Syphilis < 2 years",2020-02-29,"ACT",3,0.7
"579","Syphilis > 2 years or unspecified duration",2020-02-29,"ACT",0,0
"580","Syphilis congenital",2020-02-29,"ACT",0,0
"581","Diphtheria",2020-02-29,"ACT",0,0
"582","Haemophilus influenzae type b",2020-02-29,"ACT",0,0
"583","Influenza (laboratory confirmed)",2020-02-29,"ACT",54,12.7
"584","Measles",2020-02-29,"ACT",0,0
"585","Mumps",2020-02-29,"ACT",11,2.6
"586","Pertussis",2020-02-29,"ACT",17,4
"587","Pneumococcal disease (invasive)",2020-02-29,"ACT",1,0.2
"588","Poliovirus infection",2020-02-29,"ACT",0,0
"589","Rotavirus",2020-02-29,"ACT",11,2.6
"590","Rubella",2020-02-29,"ACT",0,0
"591","Rubella congenital",2020-02-29,"ACT",0,0
"592","Tetanus",2020-02-29,"ACT",0,0
"593","Varicella zoster (chickenpox)",2020-02-29,"ACT",17,4
"594","Varicella zoster (shingles)",2020-02-29,"ACT",44,10.3
"595","Varicella zoster (unspecified)",2020-02-29,"ACT",10,2.3
"596","Barmah Forest virus infection",2020-02-29,"ACT",0,0
"597","Chikungunya virus infection",2020-02-29,"ACT",0,0
"598","Dengue virus infection",2020-02-29,"ACT",2,0.5
"599","Flavivirus infection (unspecified)",2020-02-29,"ACT",0,0
"600","Japanese encephalitis virus infection",2020-02-29,"ACT",0,0
"601","Malaria",2020-02-29,"ACT",0,0
"602","Murray Valley encephalitis virus infection",2020-02-29,"ACT",0,0
"603","Ross River virus infection",2020-02-29,"ACT",0,0
"604","West Nile/Kunjin virus infection",2020-02-29,"ACT",0,0
"605","Anthrax",2020-02-29,"ACT",0,0
"606","Australian bat lyssavirus infection",2020-02-29,"ACT",0,0
"607","Brucellosis",2020-02-29,"ACT",0,0
"608","Leptospirosis",2020-02-29,"ACT",0,0
"609","Lyssavirus infection (NEC)",2020-02-29,"ACT",0,0
"610","Ornithosis",2020-02-29,"ACT",0,0
"611","Q fever",2020-02-29,"ACT",0,0
"612","Tularaemia",2020-02-29,"ACT",0,0
"613","Hepatitis (NEC)",2020-01-31,"ACT",0,0
"614","Hepatitis B (newly acquired)",2020-01-31,"ACT",0,0
"615","Hepatitis B (unspecified)",2020-01-31,"ACT",7,1.6
"616","Hepatitis C (newly acquired)",2020-01-31,"ACT",1,0.2
"617","Hepatitis C (unspecified)",2020-01-31,"ACT",8,1.9
"618","Hepatitis D",2020-01-31,"ACT",0,0
"619","Botulism",2020-01-31,"ACT",0,0
"620","Campylobacteriosis",2020-01-31,"ACT",68,16
"621","Cryptosporidiosis",2020-01-31,"ACT",6,1.4
"622","Haemolytic uraemic syndrome (HUS)",2020-01-31,"ACT",0,0
"623","Hepatitis A",2020-01-31,"ACT",0,0
"624","Hepatitis E",2020-01-31,"ACT",0,0
"625","Listeriosis",2020-01-31,"ACT",0,0
"626","Paratyphoid",2020-01-31,"ACT",1,0.2
"627","STEC",2020-01-31,"ACT",0,0
"628","Salmonellosis",2020-01-31,"ACT",16,3.8
"629","Shigellosis",2020-01-31,"ACT",4,0.9
"630","Typhoid Fever",2020-01-31,"ACT",1,0.2
"631","Legionellosis",2020-01-31,"ACT",0,0
"632","Leprosy",2020-01-31,"ACT",0,0
"633","Meningococcal disease (invasive)",2020-01-31,"ACT",0,0
"634","Tuberculosis",2020-01-31,"ACT",4,0.9
"635","COVID-19",2020-01-31,"ACT",0,0
"636","Cholera",2020-01-31,"ACT",0,0
"637","Middle East respiratory syndrome coronavirus",2020-01-31,"ACT",0,0
"638","Plague",2020-01-31,"ACT",0,0
"639","Rabies",2020-01-31,"ACT",0,0
"640","Smallpox",2020-01-31,"ACT",0,0
"641","Viral haemorrhagic fever (NEC)",2020-01-31,"ACT",0,0
"642","Yellow fever",2020-01-31,"ACT",0,0
"643","Chlamydial infection",2020-01-31,"ACT",158,37.1
"644","Donovanosis",2020-01-31,"ACT",0,0
"645","Gonococcal infection",2020-01-31,"ACT",51,12
"646","Syphilis < 2 years",2020-01-31,"ACT",5,1.2
"647","Syphilis > 2 years or unspecified duration",2020-01-31,"ACT",2,0.5
"648","Syphilis congenital",2020-01-31,"ACT",0,0
"649","Diphtheria",2020-01-31,"ACT",0,0
"650","Haemophilus influenzae type b",2020-01-31,"ACT",0,0
"651","Influenza (laboratory confirmed)",2020-01-31,"ACT",93,21.8
"652","Measles",2020-01-31,"ACT",0,0
"653","Mumps",2020-01-31,"ACT",1,0.2
"654","Pertussis",2020-01-31,"ACT",14,3.3
"655","Pneumococcal disease (invasive)",2020-01-31,"ACT",2,0.5
"656","Poliovirus infection",2020-01-31,"ACT",0,0
"657","Rotavirus",2020-01-31,"ACT",3,0.7
"658","Rubella",2020-01-31,"ACT",0,0
"659","Rubella congenital",2020-01-31,"ACT",0,0
"660","Tetanus",2020-01-31,"ACT",0,0
"661","Varicella zoster (chickenpox)",2020-01-31,"ACT",25,5.9
"662","Varicella zoster (shingles)",2020-01-31,"ACT",41,9.6
"663","Varicella zoster (unspecified)",2020-01-31,"ACT",11,2.6
"664","Barmah Forest virus infection",2020-01-31,"ACT",0,0
"665","Chikungunya virus infection",2020-01-31,"ACT",3,0.7
"666","Dengue virus infection",2020-01-31,"ACT",0,0
"667","Flavivirus infection (unspecified)",2020-01-31,"ACT",0,0
"668","Japanese encephalitis virus infection",2020-01-31,"ACT",0,0
"669","Malaria",2020-01-31,"ACT",1,0.2
"670","Murray Valley encephalitis virus infection",2020-01-31,"ACT",0,0
"671","Ross River virus infection",2020-01-31,"ACT",0,0
"672","West Nile/Kunjin virus infection",2020-01-31,"ACT",0,0
"673","Anthrax",2020-01-31,"ACT",0,0
"674","Australian bat lyssavirus infection",2020-01-31,"ACT",0,0
"675","Brucellosis",2020-01-31,"ACT",0,0
"676","Leptospirosis",2020-01-31,"ACT",0,0
"677","Lyssavirus infection (NEC)",2020-01-31,"ACT",0,0
"678","Ornithosis",2020-01-31,"ACT",0,0
"679","Q fever",2020-01-31,"ACT",0,0
"680","Tularaemia",2020-01-31,"ACT",0,0
"681","Hepatitis (NEC)",2019-12-31,"ACT",0,0
"682","Hepatitis B (newly acquired)",2019-12-31,"ACT",0,0
"683","Hepatitis B (unspecified)",2019-12-31,"ACT",6,1.4
"684","Hepatitis C (newly acquired)",2019-12-31,"ACT",1,0.2
"685","Hepatitis C (unspecified)",2019-12-31,"ACT",5,1.2
"686","Hepatitis D",2019-12-31,"ACT",0,0
"687","Botulism",2019-12-31,"ACT",0,0
"688","Campylobacteriosis",2019-12-31,"ACT",51,12
"689","Cryptosporidiosis",2019-12-31,"ACT",0,0
"690","Haemolytic uraemic syndrome (HUS)",2019-12-31,"ACT",0,0
"691","Hepatitis A",2019-12-31,"ACT",0,0
"692","Hepatitis E",2019-12-31,"ACT",0,0
"693","Listeriosis",2019-12-31,"ACT",0,0
"694","Paratyphoid",2019-12-31,"ACT",0,0
"695","STEC",2019-12-31,"ACT",1,0.2
"696","Salmonellosis",2019-12-31,"ACT",18,4.2
"697","Shigellosis",2019-12-31,"ACT",6,1.4
"698","Typhoid Fever",2019-12-31,"ACT",1,0.2
"699","Legionellosis",2019-12-31,"ACT",0,0
"700","Leprosy",2019-12-31,"ACT",0,0
"701","Meningococcal disease (invasive)",2019-12-31,"ACT",0,0
"702","Tuberculosis",2019-12-31,"ACT",2,0.5
"703","COVID-19",2019-12-31,"ACT",0,0
"704","Cholera",2019-12-31,"ACT",0,0
"705","Middle East respiratory syndrome coronavirus",2019-12-31,"ACT",0,0
"706","Plague",2019-12-31,"ACT",0,0
"707","Rabies",2019-12-31,"ACT",0,0
"708","Smallpox",2019-12-31,"ACT",0,0
"709","Viral haemorrhagic fever (NEC)",2019-12-31,"ACT",0,0
"710","Yellow fever",2019-12-31,"ACT",0,0
"711","Chlamydial infection",2019-12-31,"ACT",110,25.8
"712","Donovanosis",2019-12-31,"ACT",0,0
"713","Gonococcal infection",2019-12-31,"ACT",28,6.6
"714","Syphilis < 2 years",2019-12-31,"ACT",5,1.2
"715","Syphilis > 2 years or unspecified duration",2019-12-31,"ACT",1,0.2
"716","Syphilis congenital",2019-12-31,"ACT",0,0
"717","Diphtheria",2019-12-31,"ACT",0,0
"718","Haemophilus influenzae type b",2019-12-31,"ACT",0,0
"719","Influenza (laboratory confirmed)",2019-12-31,"ACT",76,17.8
"720","Measles",2019-12-31,"ACT",0,0
"721","Mumps",2019-12-31,"ACT",0,0
"722","Pertussis",2019-12-31,"ACT",15,3.5
"723","Pneumococcal disease (invasive)",2019-12-31,"ACT",0,0
"724","Poliovirus infection",2019-12-31,"ACT",0,0
"725","Rotavirus",2019-12-31,"ACT",4,0.9
"726","Rubella",2019-12-31,"ACT",0,0
"727","Rubella congenital",2019-12-31,"ACT",0,0
"728","Tetanus",2019-12-31,"ACT",0,0
"729","Varicella zoster (chickenpox)",2019-12-31,"ACT",31,7.3
"730","Varicella zoster (shingles)",2019-12-31,"ACT",33,7.7
"731","Varicella zoster (unspecified)",2019-12-31,"ACT",11,2.6
"732","Barmah Forest virus infection",2019-12-31,"ACT",0,0
"733","Chikungunya virus infection",2019-12-31,"ACT",0,0
"734","Dengue virus infection",2019-12-31,"ACT",3,0.7
"735","Flavivirus infection (unspecified)",2019-12-31,"ACT",0,0
"736","Japanese encephalitis virus infection",2019-12-31,"ACT",0,0
"737","Malaria",2019-12-31,"ACT",0,0
"738","Murray Valley encephalitis virus infection",2019-12-31,"ACT",0,0
"739","Ross River virus infection",2019-12-31,"ACT",0,0
"740","West Nile/Kunjin virus infection",2019-12-31,"ACT",0,0
"741","Anthrax",2019-12-31,"ACT",0,0
"742","Australian bat lyssavirus infection",2019-12-31,"ACT",0,0
"743","Brucellosis",2019-12-31,"ACT",0,0
"744","Leptospirosis",2019-12-31,"ACT",0,0
"745","Lyssavirus infection (NEC)",2019-12-31,"ACT",0,0
"746","Ornithosis",2019-12-31,"ACT",0,0
"747","Q fever",2019-12-31,"ACT",0,0
"748","Tularaemia",2019-12-31,"ACT",0,0
"749","Hepatitis (NEC)",2019-11-30,"ACT",0,0
"750","Hepatitis B (newly acquired)",2019-11-30,"ACT",0,0
"751","Hepatitis B (unspecified)",2019-11-30,"ACT",9,2.1
"752","Hepatitis C (newly acquired)",2019-11-30,"ACT",0,0
"753","Hepatitis C (unspecified)",2019-11-30,"ACT",8,1.9
"754","Hepatitis D",2019-11-30,"ACT",0,0
"755","Botulism",2019-11-30,"ACT",0,0
"756","Campylobacteriosis",2019-11-30,"ACT",70,16.4
"757","Cryptosporidiosis",2019-11-30,"ACT",0,0
"758","Haemolytic uraemic syndrome (HUS)",2019-11-30,"ACT",0,0
"759","Hepatitis A",2019-11-30,"ACT",0,0
"760","Hepatitis E",2019-11-30,"ACT",0,0
"761","Listeriosis",2019-11-30,"ACT",0,0
"762","Paratyphoid",2019-11-30,"ACT",0,0
"763","STEC",2019-11-30,"ACT",0,0
"764","Salmonellosis",2019-11-30,"ACT",16,3.8
"765","Shigellosis",2019-11-30,"ACT",5,1.2
"766","Typhoid Fever",2019-11-30,"ACT",0,0
"767","Legionellosis",2019-11-30,"ACT",0,0
"768","Leprosy",2019-11-30,"ACT",0,0
"769","Meningococcal disease (invasive)",2019-11-30,"ACT",0,0
"770","Tuberculosis",2019-11-30,"ACT",2,0.5
"771","COVID-19",2019-11-30,"ACT",0,0
"772","Cholera",2019-11-30,"ACT",0,0
"773","Middle East respiratory syndrome coronavirus",2019-11-30,"ACT",0,0
"774","Plague",2019-11-30,"ACT",0,0
"775","Rabies",2019-11-30,"ACT",0,0
"776","Smallpox",2019-11-30,"ACT",0,0
"777","Viral haemorrhagic fever (NEC)",2019-11-30,"ACT",0,0
"778","Yellow fever",2019-11-30,"ACT",0,0
"779","Chlamydial infection",2019-11-30,"ACT",107,25.1
"780","Donovanosis",2019-11-30,"ACT",0,0
"781","Gonococcal infection",2019-11-30,"ACT",21,4.9
"782","Syphilis < 2 years",2019-11-30,"ACT",9,2.1
"783","Syphilis > 2 years or unspecified duration",2019-11-30,"ACT",3,0.7
"784","Syphilis congenital",2019-11-30,"ACT",0,0
"785","Diphtheria",2019-11-30,"ACT",0,0
"786","Haemophilus influenzae type b",2019-11-30,"ACT",0,0
"787","Influenza (laboratory confirmed)",2019-11-30,"ACT",25,5.9
"788","Measles",2019-11-30,"ACT",0,0
"789","Mumps",2019-11-30,"ACT",0,0
"790","Pertussis",2019-11-30,"ACT",13,3.1
"791","Pneumococcal disease (invasive)",2019-11-30,"ACT",3,0.7
"792","Poliovirus infection",2019-11-30,"ACT",0,0
"793","Rotavirus",2019-11-30,"ACT",5,1.2
"794","Rubella",2019-11-30,"ACT",0,0
"795","Rubella congenital",2019-11-30,"ACT",0,0
"796","Tetanus",2019-11-30,"ACT",0,0
"797","Varicella zoster (chickenpox)",2019-11-30,"ACT",48,11.3
"798","Varicella zoster (shingles)",2019-11-30,"ACT",35,8.2
"799","Varicella zoster (unspecified)",2019-11-30,"ACT",18,4.2
"800","Barmah Forest virus infection",2019-11-30,"ACT",0,0
"801","Chikungunya virus infection",2019-11-30,"ACT",0,0
"802","Dengue virus infection",2019-11-30,"ACT",6,1.4
"803","Flavivirus infection (unspecified)",2019-11-30,"ACT",0,0
"804","Japanese encephalitis virus infection",2019-11-30,"ACT",0,0
"805","Malaria",2019-11-30,"ACT",0,0
"806","Murray Valley encephalitis virus infection",2019-11-30,"ACT",0,0
"807","Ross River virus infection",2019-11-30,"ACT",2,0.5
"808","West Nile/Kunjin virus infection",2019-11-30,"ACT",0,0
"809","Anthrax",2019-11-30,"ACT",0,0
"810","Australian bat lyssavirus infection",2019-11-30,"ACT",0,0
"811","Brucellosis",2019-11-30,"ACT",0,0
"812","Leptospirosis",2019-11-30,"ACT",0,0
"813","Lyssavirus infection (NEC)",2019-11-30,"ACT",0,0
"814","Ornithosis",2019-11-30,"ACT",0,0
"815","Q fever",2019-11-30,"ACT",0,0
"816","Tularaemia",2019-11-30,"ACT",0,0
"817","Hepatitis (NEC)",2019-10-31,"ACT",0,0
"818","Hepatitis B (newly acquired)",2019-10-31,"ACT",0,0
"819","Hepatitis B (unspecified)",2019-10-31,"ACT",11,2.6
"820","Hepatitis C (newly acquired)",2019-10-31,"ACT",2,0.5
"821","Hepatitis C (unspecified)",2019-10-31,"ACT",17,4
"822","Hepatitis D",2019-10-31,"ACT",1,0.2
"823","Botulism",2019-10-31,"ACT",0,0
"824","Campylobacteriosis",2019-10-31,"ACT",82,19.2
"825","Cryptosporidiosis",2019-10-31,"ACT",1,0.2
"826","Haemolytic uraemic syndrome (HUS)",2019-10-31,"ACT",0,0
"827","Hepatitis A",2019-10-31,"ACT",0,0
"828","Hepatitis E",2019-10-31,"ACT",0,0
"829","Listeriosis",2019-10-31,"ACT",0,0
"830","Paratyphoid",2019-10-31,"ACT",0,0
"831","STEC",2019-10-31,"ACT",0,0
"832","Salmonellosis",2019-10-31,"ACT",18,4.2
"833","Shigellosis",2019-10-31,"ACT",5,1.2
"834","Typhoid Fever",2019-10-31,"ACT",0,0
"835","Legionellosis",2019-10-31,"ACT",0,0
"836","Leprosy",2019-10-31,"ACT",0,0
"837","Meningococcal disease (invasive)",2019-10-31,"ACT",0,0
"838","Tuberculosis",2019-10-31,"ACT",3,0.7
"839","COVID-19",2019-10-31,"ACT",0,0
"840","Cholera",2019-10-31,"ACT",0,0
"841","Middle East respiratory syndrome coronavirus",2019-10-31,"ACT",0,0
"842","Plague",2019-10-31,"ACT",0,0
"843","Rabies",2019-10-31,"ACT",0,0
"844","Smallpox",2019-10-31,"ACT",0,0
"845","Viral haemorrhagic fever (NEC)",2019-10-31,"ACT",0,0
"846","Yellow fever",2019-10-31,"ACT",0,0
"847","Chlamydial infection",2019-10-31,"ACT",146,34.3
"848","Donovanosis",2019-10-31,"ACT",0,0
"849","Gonococcal infection",2019-10-31,"ACT",22,5.2
"850","Syphilis < 2 years",2019-10-31,"ACT",5,1.2
"851","Syphilis > 2 years or unspecified duration",2019-10-31,"ACT",1,0.2
"852","Syphilis congenital",2019-10-31,"ACT",0,0
"853","Diphtheria",2019-10-31,"ACT",0,0
"854","Haemophilus influenzae type b",2019-10-31,"ACT",0,0
"855","Influenza (laboratory confirmed)",2019-10-31,"ACT",92,21.6
"856","Measles",2019-10-31,"ACT",0,0
"857","Mumps",2019-10-31,"ACT",0,0
"858","Pertussis",2019-10-31,"ACT",19,4.5
"859","Pneumococcal disease (invasive)",2019-10-31,"ACT",4,0.9
"860","Poliovirus infection",2019-10-31,"ACT",0,0
"861","Rotavirus",2019-10-31,"ACT",6,1.4
"862","Rubella",2019-10-31,"ACT",0,0
"863","Rubella congenital",2019-10-31,"ACT",0,0
"864","Tetanus",2019-10-31,"ACT",0,0
"865","Varicella zoster (chickenpox)",2019-10-31,"ACT",27,6.3
"866","Varicella zoster (shingles)",2019-10-31,"ACT",43,10.1
"867","Varicella zoster (unspecified)",2019-10-31,"ACT",12,2.8
"868","Barmah Forest virus infection",2019-10-31,"ACT",0,0
"869","Chikungunya virus infection",2019-10-31,"ACT",0,0
"870","Dengue virus infection",2019-10-31,"ACT",4,0.9
"871","Flavivirus infection (unspecified)",2019-10-31,"ACT",0,0
"872","Japanese encephalitis virus infection",2019-10-31,"ACT",0,0
"873","Malaria",2019-10-31,"ACT",1,0.2
"874","Murray Valley encephalitis virus infection",2019-10-31,"ACT",0,0
"875","Ross River virus infection",2019-10-31,"ACT",1,0.2
"876","West Nile/Kunjin virus infection",2019-10-31,"ACT",0,0
"877","Anthrax",2019-10-31,"ACT",0,0
"878","Australian bat lyssavirus infection",2019-10-31,"ACT",0,0
"879","Brucellosis",2019-10-31,"ACT",0,0
"880","Leptospirosis",2019-10-31,"ACT",0,0
"881","Lyssavirus infection (NEC)",2019-10-31,"ACT",0,0
"882","Ornithosis",2019-10-31,"ACT",0,0
"883","Q fever",2019-10-31,"ACT",0,0
"884","Tularaemia",2019-10-31,"ACT",0,0
"885","Hepatitis (NEC)",2019-09-30,"ACT",0,0
"886","Hepatitis B (newly acquired)",2019-09-30,"ACT",0,0
"887","Hepatitis B (unspecified)",2019-09-30,"ACT",6,1.4
"888","Hepatitis C (newly acquired)",2019-09-30,"ACT",1,0.2
"889","Hepatitis C (unspecified)",2019-09-30,"ACT",7,1.6
"890","Hepatitis D",2019-09-30,"ACT",0,0
"891","Botulism",2019-09-30,"ACT",0,0
"892","Campylobacteriosis",2019-09-30,"ACT",54,12.7
"893","Cryptosporidiosis",2019-09-30,"ACT",2,0.5
"894","Haemolytic uraemic syndrome (HUS)",2019-09-30,"ACT",0,0
"895","Hepatitis A",2019-09-30,"ACT",0,0
"896","Hepatitis E",2019-09-30,"ACT",0,0
"897","Listeriosis",2019-09-30,"ACT",0,0
"898","Paratyphoid",2019-09-30,"ACT",0,0
"899","STEC",2019-09-30,"ACT",0,0
"900","Salmonellosis",2019-09-30,"ACT",20,4.7
"901","Shigellosis",2019-09-30,"ACT",3,0.7
"902","Typhoid Fever",2019-09-30,"ACT",0,0
"903","Legionellosis",2019-09-30,"ACT",1,0.2
"904","Leprosy",2019-09-30,"ACT",0,0
"905","Meningococcal disease (invasive)",2019-09-30,"ACT",0,0
"906","Tuberculosis",2019-09-30,"ACT",1,0.2
"907","COVID-19",2019-09-30,"ACT",0,0
"908","Cholera",2019-09-30,"ACT",0,0
"909","Middle East respiratory syndrome coronavirus",2019-09-30,"ACT",0,0
"910","Plague",2019-09-30,"ACT",0,0
"911","Rabies",2019-09-30,"ACT",0,0
"912","Smallpox",2019-09-30,"ACT",0,0
"913","Viral haemorrhagic fever (NEC)",2019-09-30,"ACT",0,0
"914","Yellow fever",2019-09-30,"ACT",0,0
"915","Chlamydial infection",2019-09-30,"ACT",128,30
"916","Donovanosis",2019-09-30,"ACT",0,0
"917","Gonococcal infection",2019-09-30,"ACT",24,5.6
"918","Syphilis < 2 years",2019-09-30,"ACT",4,0.9
"919","Syphilis > 2 years or unspecified duration",2019-09-30,"ACT",3,0.7
