"","Disease","Date","State","Cases","Rates","Cases_7dayavg","Rates_7dayavg"
"297","Salmonellosis",2018-12-31,"South Australia",95,5.5,70,4.04285714285714
"298","Shigellosis",2018-12-31,"South Australia",31,1.8,84,4.84285714285714
"299","Legionellosis",2018-12-31,"South Australia",4,0.2,96.5714285714286,5.57142857142857
"300","Tuberculosis",2018-12-31,"South Australia",10,0.6,95.5714285714286,5.51428571428571
"301","Chlamydial infection",2018-12-31,"South Australia",417,24,83,4.78571428571428
"302","Gonococcal infection",2018-12-31,"South Australia",97,5.6,165.571428571429,9.54285714285714
"303","Syphilis < 2 years",2018-12-31,"South Australia",15,0.9,165.428571428571,9.54285714285714
"304","Syphilis > 2 years or unspecified duration",2018-12-31,"South Australia",7,0.4,172.428571428571,9.94285714285714
"305","Influenza (laboratory confirmed)",2018-12-31,"South Australia",609,35.1,114,6.58571428571429
"306","Mumps",2018-12-31,"South Australia",3,0.2,107.428571428571,6.2
"307","Pertussis",2018-12-31,"South Australia",59,3.4,120.142857142857,6.92857142857143
"308","Pneumococcal disease (invasive)",2018-12-31,"South Australia",8,0.5,157.714285714286,9.08571428571429
"309","Rotavirus",2018-12-31,"South Australia",51,2.9,72.7142857142857,4.18571428571429
"310","Varicella zoster (chickenpox)",2018-12-31,"South Australia",104,6,73,4.2
"311","Varicella zoster (shingles)",2018-12-31,"South Australia",270,15.5,66.2857142857143,3.81428571428571
"312","Varicella zoster (unspecified)",2018-12-31,"South Australia",14,0.8,65.5714285714286,3.77142857142857
"313","Dengue virus infection",2018-12-31,"South Australia",5,0.3,58.7142857142857,3.38571428571428
"314","Malaria",2018-12-31,"South Australia",12,0.7,46.1428571428571,2.65714285714286
"315","Ross River virus infection",2018-12-31,"South Australia",3,0.2,8,0.47142857142857
"316","Q fever",2018-12-31,"South Australia",3,0.2,8.71428571428571,0.514285714285713
"317","Hepatitis B (unspecified)",2018-12-31,"Tasmania",2,0.4,13.4285714285714,2.55714285714286
"318","Hepatitis C (unspecified)",2018-12-31,"Tasmania",9,1.7,13.1428571428571,2.5
"319","Campylobacteriosis",2018-12-31,"Tasmania",77,14.6,16.4285714285714,3.11428571428571
"320","Cryptosporidiosis",2018-12-31,"Tasmania",1,0.2,16.7142857142857,3.17142857142857
"321","STEC",2018-12-31,"Tasmania",1,0.2,16.7142857142857,3.17142857142857
"322","Salmonellosis",2018-12-31,"Tasmania",24,4.5,15.5714285714286,2.95714285714286
"323","Shigellosis",2018-12-31,"Tasmania",3,0.6,22,4.17142857142857
"324","Legionellosis",2018-12-31,"Tasmania",2,0.4,23.2857142857143,4.41428571428571
"325","Meningococcal disease (invasive)",2018-12-31,"Tasmania",1,0.2,23.4285714285714,4.44285714285714
"326","Chlamydial infection",2018-12-31,"Tasmania",122,23.1,20.1428571428571,3.82857142857143
"327","Gonococcal infection",2018-12-31,"Tasmania",10,1.9,25.1428571428571,4.77142857142857
"328","Syphilis < 2 years",2018-12-31,"Tasmania",2,0.4,39.7142857142857,7.52857142857143
"329","Syphilis > 2 years or unspecified duration",2018-12-31,"Tasmania",1,0.2,40.2857142857143,7.62857142857143
"330","Influenza (laboratory confirmed)",2018-12-31,"Tasmania",38,7.2,23.1428571428571,4.38571428571429
"331","Pertussis",2018-12-31,"Tasmania",104,19.7,22.5714285714286,4.27142857142857
"332","Pneumococcal disease (invasive)",2018-12-31,"Tasmania",5,0.9,28.2857142857143,5.35714285714286
"333","Rotavirus",2018-12-31,"Tasmania",2,0.4,30.7142857142857,5.81428571428571
"334","Varicella zoster (chickenpox)",2018-12-31,"Tasmania",6,1.1,25.4285714285714,4.81428571428571
"335","Varicella zoster (shingles)",2018-12-31,"Tasmania",42,8,10.8571428571429,2.05714285714286
"336","Varicella zoster (unspecified)",2018-12-31,"Tasmania",18,3.4,10.2857142857143,1.95714285714286
"337","Dengue virus infection",2018-12-31,"Tasmania",1,0.2,11.5714285714286,2.2
"338","Hepatitis B (unspecified)",2018-12-31,"Victoria",92,1.4,260.714285714286,4.02857142857143
"339","Hepatitis C (unspecified)",2018-12-31,"Victoria",144,2.2,230.285714285714,3.55714285714286
"340","Campylobacteriosis",2018-12-31,"Victoria",659,10.2,180.857142857143,2.8
"341","Cryptosporidiosis",2018-12-31,"Victoria",33,0.5,183.285714285714,2.82857142857143
"342","Hepatitis A",2018-12-31,"Victoria",14,0.2,171.571428571429,2.65714285714286
"343","Salmonellosis",2018-12-31,"Victoria",301,4.7,155.714285714286,2.41428571428571
"344","Shigellosis",2018-12-31,"Victoria",40,0.6,324.428571428571,5.02857142857143
"345","Legionellosis",2018-12-31,"Victoria",10,0.2,409.142857142857,6.34285714285714
"346","Tuberculosis",2018-12-31,"Victoria",33,0.5,422.857142857143,6.55714285714286
"347","Chlamydial infection",2018-12-31,"Victoria",1840,28.5,389.142857142857,6.02857142857143
"348","Gonococcal infection",2018-12-31,"Victoria",626,9.7,589.428571428571,9.12857142857143
"349","Syphilis < 2 years",2018-12-31,"Victoria",110,1.7,610.571428571429,9.44285714285714
"350","Syphilis > 2 years or unspecified duration",2018-12-31,"Victoria",65,1,610.428571428571,9.44285714285714
"351","Influenza (laboratory confirmed)",2018-12-31,"Victoria",1442,22.3,NA,5.5
"352","Pertussis",2018-12-31,"Victoria",158,2.4,NA,4.51428571428571
"353","Pneumococcal disease (invasive)",2018-12-31,"Victoria",32,0.5,NA,4.75714285714286
"354","Rotavirus",2018-12-31,"Victoria",NA,0.9,NA,6.14285714285714
"355","Varicella zoster (chickenpox)",2018-12-31,"Victoria",184,2.8,NA,3.01428571428571
"356","Varicella zoster (shingles)",2018-12-31,"Victoria",221,3.4,NA,2.7
"357","Varicella zoster (unspecified)",2018-12-31,"Victoria",694,10.7,NA,2.88571428571428
"358","Dengue virus infection",2018-12-31,"Victoria",24,0.4,200.142857142857,3.08571428571428
"359","Ross River virus infection",2018-12-31,"Victoria",10,0.2,275.714285714286,4.22857142857143
"360","Hepatitis B (newly acquired)",2018-12-31,"Western Australia",4,0.2,41.7142857142857,1.62857142857143
"361","Hepatitis B (unspecified)",2018-12-31,"Western Australia",34,1.3,66.7142857142857,2.58571428571429
"362","Hepatitis C (newly acquired)",2018-12-31,"Western Australia",12,0.5,67.1428571428571,2.6
"363","Hepatitis C (unspecified)",2018-12-31,"Western Australia",57,2.2,65.5714285714286,2.54285714285714
"364","Campylobacteriosis",2018-12-31,"Western Australia",319,12.3,84.7142857142857,3.27142857142857
"365","Cryptosporidiosis",2018-12-31,"Western Australia",15,0.6,83.2857142857143,3.21428571428571
"366","STEC",2018-12-31,"Western Australia",18,0.7,82.1428571428571,3.17142857142857
"367","Salmonellosis",2018-12-31,"Western Australia",138,5.3,77.4285714285714,2.98571428571428
"368","Shigellosis",2018-12-31,"Western Australia",24,0.9,144.571428571429,5.57142857142857
"369","Meningococcal disease (invasive)",2018-12-31,"Western Australia",4,0.2,183,7.04285714285714
"370","Tuberculosis",2018-12-31,"Western Australia",24,0.9,187.142857142857,7.2
"371","Chlamydial infection",2018-12-31,"Western Australia",789,30.4,168.571428571429,6.48571428571429
"372","Gonococcal infection",2018-12-31,"Western Australia",284,10.9,222,8.54285714285714
"373","Syphilis < 2 years",2018-12-31,"Western Australia",47,1.8,229.714285714286,8.82857142857143
"374","Syphilis > 2 years or unspecified duration",2018-12-31,"Western Australia",8,0.3,228.142857142857,8.77142857142857
"375","Influenza (laboratory confirmed)",2018-12-31,"Western Australia",398,15.3,118.857142857143,4.55714285714286
"376","Pertussis",2018-12-31,"Western Australia",58,2.2,85.8571428571429,3.28571428571429
"377","Pneumococcal disease (invasive)",2018-12-31,"Western Australia",13,0.5,104.714285714286,4.01428571428571
"378","Rotavirus",2018-12-31,"Western Australia",24,0.9,120.285714285714,4.61428571428571
"379","Varicella zoster (chickenpox)",2018-12-31,"Western Australia",53,2,65.7142857142857,2.51428571428571
"380","Varicella zoster (shingles)",2018-12-31,"Western Australia",179,6.9,58.1428571428571,2.22857142857143
"381","Varicella zoster (unspecified)",2018-12-31,"Western Australia",117,4.5,60,2.3
"382","Dengue virus infection",2018-12-31,"Western Australia",16,0.6,57.2857142857143,2.2
"383","Malaria",2018-12-31,"Western Australia",5,0.2,54.8571428571429,2.11428571428571
"384","Ross River virus infection",2018-12-31,"Western Australia",26,1,30.4285714285714,1.17142857142857
"385","Hepatitis B (unspecified)",2018-12-31,"Australia",351,1.4,491.571428571429,2.55714285714286
"386","Hepatitis C (newly acquired)",2018-12-31,"Australia",49,0.2,512.428571428571,2.62857142857143
"387","Hepatitis C (unspecified)",2018-12-31,"Australia",641,2.6,496.714285714286,2.55714285714286
"388","Campylobacteriosis",2018-12-31,"Australia",2144,12.6,673.857142857143,3.27142857142857
"389","Cryptosporidiosis",2018-12-31,"Australia",186,0.7,655.714285714286,3.2
"390","STEC",2018-12-31,"Australia",59,0.2,654.571428571429,3.2
"391","Salmonellosis",2018-12-31,"Australia",1287,5.2,581.571428571429,2.9
"392","Shigellosis",2018-12-31,"Australia",224,0.9,1289.71428571429,5.15714285714286
"393","Legionellosis",2018-12-31,"Australia",41,0.2,1589.42857142857,6.35714285714286
"394","Tuberculosis",2018-12-31,"Australia",130,0.5,1638.71428571429,6.55714285714286
"395","Chlamydial infection",2018-12-31,"Australia",7101,28.4,1478.14285714286,5.91428571428571
"396","Gonococcal infection",2018-12-31,"Australia",2284,9.1,2341.57142857143,9.37142857142857
"397","Syphilis < 2 years",2018-12-31,"Australia",404,1.6,2554.14285714286,10.2142857142857
"398","Syphilis > 2 years or unspecified duration",2018-12-31,"Australia",163,0.7,2553.85714285714,10.2142857142857
"399","Influenza (laboratory confirmed)",2018-12-31,"Australia",6268,25.1,1568.42857142857,6.3
"400","Pertussis",2018-12-31,"Australia",1529,6.1,1311.71428571429,5.27142857142857
"401","Pneumococcal disease (invasive)",2018-12-31,"Australia",128,0.5,1447.42857142857,5.81428571428571
"402","Rotavirus",2018-12-31,"Australia",203,1,1552.42857142857,6.22857142857143
"403","Varicella zoster (chickenpox)",2018-12-31,"Australia",487,1.9,670.285714285714,2.7
"404","Varicella zoster (shingles)",2018-12-31,"Australia",1354,5.4,457.428571428571,1.85714285714286
"405","Varicella zoster (unspecified)",2018-12-31,"Australia",898,3.6,459.285714285714,1.87142857142857
"406","Dengue virus infection",2018-12-31,"Australia",93,0.4,491.571428571429,1.97142857142857
"407","Malaria",2018-12-31,"Australia",39,0.2,430.285714285714,1.72857142857143
"408","Ross River virus infection",2018-12-31,"Australia",141,0.6,332.857142857143,1.34285714285714
"409","Hepatitis B (unspecified)",2019-01-31,"Australian Capital Territory",4,0.9,12.7142857142857,2.98571428571429
"410","Hepatitis C (newly acquired)",2019-01-31,"Australian Capital Territory",1,0.2,11.5714285714286,2.71428571428571
"411","Hepatitis C (unspecified)",2019-01-31,"Australian Capital Territory",10,2.3,14,3.28571428571429
"412","Campylobacteriosis",2019-01-31,"Australian Capital Territory",60,14.1,14.5714285714286,3.41428571428571
"413","Cryptosporidiosis",2019-01-31,"Australian Capital Territory",2,0.5,14.2857142857143,3.35714285714286
"414","Salmonellosis",2019-01-31,"Australian Capital Territory",19,4.5,14.4285714285714,3.4
"415","Shigellosis",2019-01-31,"Australian Capital Territory",6,1.4,35.4285714285714,8.32857142857143
"416","Typhoid Fever",2019-01-31,"Australian Capital Territory",2,0.5,33.1428571428571,7.78571428571429
"417","Tuberculosis",2019-01-31,"Australian Capital Territory",2,0.5,33.8571428571429,7.94285714285714
"418","Chlamydial infection",2019-01-31,"Australian Capital Territory",157,36.8,31.4285714285714,7.37142857142857
"419","Gonococcal infection",2019-01-31,"Australian Capital Territory",44,10.3,38,8.91428571428571
"420","Syphilis < 2 years",2019-01-31,"Australian Capital Territory",7,1.6,43.5714285714286,10.2142857142857
"421","Syphilis > 2 years or unspecified duration",2019-01-31,"Australian Capital Territory",2,0.5,43.5714285714286,10.2142857142857
"422","Influenza (laboratory confirmed)",2019-01-31,"Australian Capital Territory",52,12.2,21.5714285714286,5.05714285714286
"423","Pertussis",2019-01-31,"Australian Capital Territory",41,9.6,19.1428571428571,4.48571428571429
"424","Pneumococcal disease (invasive)",2019-01-31,"Australian Capital Territory",2,0.5,23.4285714285714,5.5
"425","Rotavirus",2019-01-31,"Australian Capital Territory",3,0.7,24.4285714285714,5.72857142857143
"426","Varicella zoster (chickenpox)",2019-01-31,"Australian Capital Territory",27,6.3,17.4285714285714,4.08571428571429
"427","Varicella zoster (shingles)",2019-01-31,"Australian Capital Territory",37,8.7,11.7142857142857,2.74285714285714
"428","Varicella zoster (unspecified)",2019-01-31,"Australian Capital Territory",9,2.1,11.5714285714286,2.7
"429","Dengue virus infection",2019-01-31,"Australian Capital Territory",3,0.7,12.2857142857143,2.87142857142857
"430","Ross River virus infection",2019-01-31,"Australian Capital Territory",1,0.2,8.57142857142857,2
"431","Q fever",2019-01-31,"Australian Capital Territory",1,0.2,4.71428571428571,1.08571428571429
"432","Hepatitis B (unspecified)",2019-01-31,"New South Wales",187,2.3,261.142857142857,3.21428571428571
"433","Hepatitis C (unspecified)",2019-01-31,"New South Wales",277,3.4,326.571428571429,4.01428571428571
"434","Campylobacteriosis",2019-01-31,"New South Wales",1192,14.7,334,4.11428571428571
"435","Cryptosporidiosis",2019-01-31,"New South Wales",108,1.3,333.571428571429,4.11428571428571
"436","Salmonellosis",2019-01-31,"New South Wales",478,5.9,309.285714285714,3.81428571428571
"437","Shigellosis",2019-01-31,"New South Wales",79,1,275,3.4
"438","Typhoid Fever",2019-01-31,"New South Wales",14,0.2,516.857142857143,6.4
"439","Legionellosis",2019-01-31,"New South Wales",17,0.2,651.428571428571,8.07142857142857
"440","Tuberculosis",2019-01-31,"New South Wales",37,0.5,604,7.48571428571429
"441","Chlamydial infection",2019-01-31,"New South Wales",2885,35.7,600.285714285714,7.44285714285714
"442","Gonococcal infection",2019-01-31,"New South Wales",1050,13,895.857142857143,11.1
"443","Syphilis < 2 years",2019-01-31,"New South Wales",146,1.8,992.142857142857,12.2857142857143
"444","Syphilis > 2 years or unspecified duration",2019-01-31,"New South Wales",53,0.7,991.285714285714,12.2714285714286
"445","Influenza (laboratory confirmed)",2019-01-31,"New South Wales",2083,25.8,587.285714285714,7.27142857142857
"446","Pertussis",2019-01-31,"New South Wales",691,8.5,443.142857142857,5.48571428571429
"447","Pneumococcal disease (invasive)",2019-01-31,"New South Wales",31,0.4,427.857142857143,5.3
"448","Rotavirus",2019-01-31,"New South Wales",57,0.7,424.857142857143,5.25714285714286
"449","Dengue virus infection",2019-01-31,"New South Wales",41,0.5,155.857142857143,1.92857142857143
"450","Ross River virus infection",2019-01-31,"New South Wales",39,0.5,98.7142857142857,1.22857142857143
"451","Q fever",2019-01-31,"New South Wales",32,0.4,232.571428571429,2.88571428571429
"452","Hepatitis B (unspecified)",2019-01-31,"Northern Territory",5,2,9.42857142857143,3.81428571428571
"453","Hepatitis C (unspecified)",2019-01-31,"Northern Territory",6,2.4,8.85714285714286,3.58571428571428
"454","Campylobacteriosis",2019-01-31,"Northern Territory",36,14.6,13.7142857142857,5.55714285714285
"455","Cryptosporidiosis",2019-01-31,"Northern Territory",9,3.7,18.4285714285714,7.47142857142857
"456","Hepatitis A",2019-01-31,"Northern Territory",1,0.4,17.8571428571429,7.24285714285714
"457","Salmonellosis",2019-01-31,"Northern Territory",35,14.2,17.1428571428571,6.95714285714285
"458","Shigellosis",2019-01-31,"Northern Territory",37,15,12.2857142857143,4.98571428571428
"459","Legionellosis",2019-01-31,"Northern Territory",1,0.4,47.1428571428571,19.1428571428571
"460","Meningococcal disease (invasive)",2019-01-31,"Northern Territory",1,0.4,68,27.6142857142857
"461","Tuberculosis",2019-01-31,"Northern Territory",2,0.8,67.5714285714286,27.4428571428571
"462","Chlamydial infection",2019-01-31,"Northern Territory",253,102.8,63,25.5857142857143
"463","Gonococcal infection",2019-01-31,"Northern Territory",147,59.7,80.8571428571429,32.8428571428571
"464","Syphilis < 2 years",2019-01-31,"Northern Territory",32,13,81.2857142857143,33.0142857142857
"465","Syphilis > 2 years or unspecified duration",2019-01-31,"Northern Territory",5,2,81.4285714285714,33.0714285714286
"466","Influenza (laboratory confirmed)",2019-01-31,"Northern Territory",126,51.2,45.7142857142857,18.5571428571429
"467","Pertussis",2019-01-31,"Northern Territory",4,1.6,25.5714285714286,10.3714285714286
"468","Pneumococcal disease (invasive)",2019-01-31,"Northern Territory",3,1.2,25.1428571428571,10.2
"469","Rotavirus",2019-01-31,"Northern Territory",3,1.2,25.2857142857143,10.2571428571429
"470","Varicella zoster (chickenpox)",2019-01-31,"Northern Territory",6,2.4,7.42857142857143,3
"471","Varicella zoster (shingles)",2019-01-31,"Northern Territory",29,11.8,9.14285714285714,3.7
"472","Dengue virus infection",2019-01-31,"Northern Territory",6,2.4,8.85714285714286,3.58571428571428
"473","Malaria",2019-01-31,"Northern Territory",1,0.4,9.57142857142857,3.88571428571428
"474","Ross River virus infection",2019-01-31,"Northern Territory",16,6.5,10.1428571428571,4.12857142857142
"475","Q fever",2019-01-31,"Northern Territory",1,0.4,11,4.47142857142857
"476","Hepatitis B (unspecified)",2019-01-31,"Queensland",63,1.2,183.285714285714,3.6
"477","Hepatitis C (newly acquired)",2019-01-31,"Queensland",37,0.7,195,3.82857142857143
"478","Hepatitis C (unspecified)",2019-01-31,"Queensland",130,2.6,242.142857142857,4.75714285714286
"479","Campylobacteriosis",2019-01-31,"Queensland",957,18.8,249.857142857143,4.9
"480","Cryptosporidiosis",2019-01-31,"Queensland",93,1.8,242.714285714286,4.77142857142857
